-1562  000981000000000   **  0000000000003025002303818010002000000         2  1000001                                  0                RF000001>A202209221849094451000000300000000444394782C0000                                                                                                                                                                                                                                                                                                                                                                                                        0000000044439478201151150206198903180013                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
-1562  000982000000000   **  0000000000003025002303818010002000000         2  1000002                                  0                RF000001>A202209221849094451000000300000000444394782C0000                                                                                                                                                                                                                                                                                                                                                                                                        0000000044439478201151150206198903180013                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
-1562  000983000000000   **  0000000000003025002303818010002000000         2  1000003                                  0                RF000001>A202209221849094451000000300000000444394782C0000                                                                                                                                                                                                                                                                                                                                                                                                        0000000044439478201151150206198903180013                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
-1562  000984000000000   **  0000000000003025002303818010002000000         2  1000004                                  0                RF000001>A202209221849094451000000300000000444394782C0000                                                                                                                                                                                                                                                                                                                                                                                                        0000000044439478201151150206198903180013                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
-1562  000985000000000   **  0000000000003025002303818010002000000         2  1000005                                  0                RF000001>A202209221849094451000000300000000444394782C0000                                                                                                                                                                                                                                                                                                                                                                                                        0000000044439478201151150206198903180013                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
-1562++000986000000000+++**++0000000000003025002303818010002000000+++++++++2++1000006++++++++++++++++++++++++++++++++++0++++++++++++++++RF000001>A202209221849094451000000300000000444394782C0000++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++0000000044439478201151150206198903180013++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#00001x
#00002xy
#00003xyz
#00004xyz%
#00005xyz%#
#00006xyz%#$
#000101234567890
#00026abcdefghijklmnopqrstuvwxyz
#00036abcdefghijklmnopqrstuvwxyz1234567890
#00072abcdefghijklmnopqrstuvwxyz1234567890abcdefghijklmnopqrstuvwxyz1234567890
